product_id,product_name,category,subcategory,cost_price
P0233,Smart Watch,Electronics,Smart Watch,368.14
P0234,Jacket,Clothing,Jacket,3202.04
P0235,History,Books,History,887.48
P0236,Science,Books,Science,4275.42
P0237,Chair,Home,Chair,1311.63
P0238,Sofa,Home,Sofa,2336.95
P0239,History,Books,History,1020.08
P0240,Sofa,Home,Sofa,2126.53
P0241,Headphones,Electronics,Headphones,2919.7
P0242,Novel,Books,Novel,2786.66
P0243,Science,Books,Science,2377.56
P0244,Shirt,Clothing,Shirt,3731.84
P0245,History,Books,History,4454.77
P0246,Smart Watch,Electronics,Smart Watch,542.03
P0247,Smart Watch,Electronics,Smart Watch,889.26
P0248,Novel,Books,Novel,1610.05
P0249,Laptop,Electronics,Laptop,178.66
P0250,Table,Home,Table,3007.04
P0251,Table,Home,Table,2916.01
P0252,Programming,Books,Programming,3134.45
P0253,Headphones,Electronics,Headphones,2375.23
P0254,History,Books,History,1795.53
P0255,Headphones,Electronics,Headphones,321.39
P0256,Jeans,Clothing,Jeans,3303.15
P0257,Novel,Books,Novel,2134.44
P0258,Sofa,Home,Sofa,4601.34
P0259,Mobile,Electronics,Mobile,115.51
P0260,Shirt,Clothing,Shirt,2727.04
P0261,Headphones,Electronics,Headphones,2987.97
P0262,Lamp,Home,Lamp,1500.2
P0263,Novel,Books,Novel,1622.92
P0264,Headphones,Electronics,Headphones,2761.96
P0265,Shirt,Clothing,Shirt,154.51
P0266,Smart Watch,Electronics,Smart Watch,4139.83
P0267,Shirt,Clothing,Shirt,248.17
P0268,Jeans,Clothing,Jeans,667.91
P0269,T-Shirt,Clothing,T-Shirt,3567.98
P0270,Shirt,Clothing,Shirt,3924.87
P0271,Smart Watch,Electronics,Smart Watch,2550.65
P0272,Sofa,Home,Sofa,2052.54
P0273,Jeans,Clothing,Jeans,3715.31
P0274,Mobile,Electronics,Mobile,577.98
P0275,Programming,Books,Programming,655.35
P0276,Headphones,Electronics,Headphones,429.47
P0277,T-Shirt,Clothing,T-Shirt,1755.46
P0278,Science,Books,Science,4232.6
P0279,Lamp,Home,Lamp,4497.52
P0280,Laptop,Electronics,Laptop,4515.08
P0281,Mobile,Electronics,Mobile,2281.92
P0282,Table,Home,Table,107.59
P0283,Lamp,Home,Lamp,2476.5
P0284,Novel,Books,Novel,2934.94
P0285,Lamp,Home,Lamp,1062.35
P0286,Mobile,Electronics,Mobile,1119.46
P0287,Sofa,Home,Sofa,1142.04
P0288,Laptop,Electronics,Laptop,1135.52
P0289,Chair,Home,Chair,2036.68
P0290,Chair,Home,Chair,1243.8
P0291,Jacket,Clothing,Jacket,3245.27
P0292,Mobile,Electronics,Mobile,1026.91
P0293,Chair,Home,Chair,4506.73
P0294,Smart Watch,Electronics,Smart Watch,614.56
P0295,Science,Books,Science,949.99
P0296,Smart Watch,Electronics,Smart Watch,4996.27
P0297,Programming,Books,Programming,950.12
P0298,Headphones,Electronics,Headphones,4209.64
P0299,Science,Books,Science,4811.5
P0300,Science,Books,Science,138.53
P0301,Science,Books,Science,1854.2
P0302,Jeans,Clothing,Jeans,661.53
P0303,Science,Books,Science,2437.08
P0304,Sofa,Home,Sofa,3639.56
P0305,Jeans,Clothing,Jeans,2152.92
P0306,History,Books,History,1851.12
P0307,Lamp,Home,Lamp,3734.03
P0308,Table,Home,Table,2391.24
P0309,History,Books,History,3334.88
P0310,Sofa,Home,Sofa,821.87
P0311,Programming,Books,Programming,3491.34
P0312,History,Books,History,3495.5
P0313,Smart Watch,Electronics,Smart Watch,4227.47
P0314,Shirt,Clothing,Shirt,4894.39
P0315,Jeans,Clothing,Jeans,271.07
P0316,Shirt,Clothing,Shirt,1592.29
P0317,T-Shirt,Clothing,T-Shirt,3958.4
P0318,Chair,Home,Chair,2227.27
P0319,Programming,Books,Programming,2670.42
P0320,Table,Home,Table,1912.77
P0321,Shirt,Clothing,Shirt,2309.09
P0322,Science,Books,Science,2979.4
P0323,Shirt,Clothing,Shirt,957.24
P0324,Chair,Home,Chair,4416.39
P0325,Novel,Books,Novel,4652.55
P0326,Programming,Books,Programming,2693.76
P0327,Science,Books,Science,395.16
P0328,Laptop,Electronics,Laptop,703.48
P0329,Shirt,Clothing,Shirt,405.04
P0330,Jeans,Clothing,Jeans,4342.32
P0331,Mobile,Electronics,Mobile,2300.44
P0332,Mobile,Electronics,Mobile,3440.5
P0333,Shirt,Clothing,Shirt,4466.46
P0334,Headphones,Electronics,Headphones,1190.63
P0335,History,Books,History,495.14
P0336,T-Shirt,Clothing,T-Shirt,4450.19
P0337,Jeans,Clothing,Jeans,573.95
P0338,Smart Watch,Electronics,Smart Watch,1919.13
P0339,Mobile,Electronics,Mobile,1165.94
P0340,Table,Home,Table,726.73
P0341,Mobile,Electronics,Mobile,4943.38
P0342,Science,Books,Science,1372.89
P0343,T-Shirt,Clothing,T-Shirt,394.72
P0344,Mobile,Electronics,Mobile,1325.84
P0345,Science,Books,Science,3153.1
P0346,Lamp,Home,Lamp,2410.94
P0347,T-Shirt,Clothing,T-Shirt,131.75
P0348,History,Books,History,2371.99
P0349,Mobile,Electronics,Mobile,726.73
P0350,Smart Watch,Electronics,Smart Watch,3499.73
P0351,Shirt,Clothing,Shirt,669.77
P0352,Laptop,Electronics,Laptop,4850.35
P0353,T-Shirt,Clothing,T-Shirt,394.92
P0354,Lamp,Home,Lamp,4347.17
P0355,Smart Watch,Electronics,Smart Watch,3371.98
P0356,Shirt,Clothing,Shirt,4215.5
P0357,Jacket,Clothing,Jacket,3871.86
P0358,Chair,Home,Chair,4960.65
P0359,Chair,Home,Chair,482.55
P0360,Lamp,Home,Lamp,119.32
P0361,Headphones,Electronics,Headphones,424.39
P0362,Headphones,Electronics,Headphones,1454.0
P0363,Science,Books,Science,2644.24
P0364,Chair,Home,Chair,2355.81
P0365,Laptop,Electronics,Laptop,4648.89
P0366,Chair,Home,Chair,583.32
P0367,Jacket,Clothing,Jacket,2307.26
P0368,Smart Watch,Electronics,Smart Watch,4279.23
P0369,T-Shirt,Clothing,T-Shirt,1750.55
P0370,Headphones,Electronics,Headphones,2782.21
P0371,Jeans,Clothing,Jeans,2155.19
P0372,T-Shirt,Clothing,T-Shirt,973.72
P0373,Lamp,Home,Lamp,3911.46
P0374,Jeans,Clothing,Jeans,1892.37
P0375,Shirt,Clothing,Shirt,3314.86
P0376,Jacket,Clothing,Jacket,3751.19
P0377,Chair,Home,Chair,2202.35
P0378,Jeans,Clothing,Jeans,3169.97
P0379,Chair,Home,Chair,4020.02
P0380,Jacket,Clothing,Jacket,4290.1
P0381,Programming,Books,Programming,4016.51
P0382,Laptop,Electronics,Laptop,2437.83
P0383,Shirt,Clothing,Shirt,338.79
P0384,Novel,Books,Novel,3735.9
P0385,Lamp,Home,Lamp,2840.41
P0386,Smart Watch,Electronics,Smart Watch,3730.21
P0387,Smart Watch,Electronics,Smart Watch,1245.05
P0388,Shirt,Clothing,Shirt,4397.79
P0389,Lamp,Home,Lamp,1446.33
P0390,Jeans,Clothing,Jeans,3294.57
P0391,Lamp,Home,Lamp,4757.97
P0392,T-Shirt,Clothing,T-Shirt,3622.73
P0393,T-Shirt,Clothing,T-Shirt,3839.38
P0394,Jacket,Clothing,Jacket,2185.65
P0395,Mobile,Electronics,Mobile,2524.51
P0396,Jeans,Clothing,Jeans,3833.94
P0397,Mobile,Electronics,Mobile,113.55
P0398,T-Shirt,Clothing,T-Shirt,3705.94
P0399,T-Shirt,Clothing,T-Shirt,3972.85
P0400,Table,Home,Table,2007.87
P0401,Programming,Books,Programming,440.57
P0402,Headphones,Electronics,Headphones,2925.69
P0403,T-Shirt,Clothing,T-Shirt,3625.66
P0404,Table,Home,Table,4634.5
P0405,Lamp,Home,Lamp,2631.89
P0406,Sofa,Home,Sofa,978.06
P0407,Programming,Books,Programming,2222.3
P0408,Shirt,Clothing,Shirt,1266.69
P0409,Smart Watch,Electronics,Smart Watch,3297.12
P0410,Jeans,Clothing,Jeans,1583.29
P0411,Programming,Books,Programming,3102.85
P0412,Chair,Home,Chair,2700.59
P0413,Novel,Books,Novel,4263.68
P0414,History,Books,History,2327.5
P0415,Headphones,Electronics,Headphones,2426.15
P0416,Laptop,Electronics,Laptop,3892.61
P0417,Novel,Books,Novel,1616.44
P0418,Chair,Home,Chair,549.23
P0419,Headphones,Electronics,Headphones,3799.47
P0420,Lamp,Home,Lamp,3108.12
P0421,Headphones,Electronics,Headphones,1527.12
P0422,Jacket,Clothing,Jacket,3364.49
P0423,Jacket,Clothing,Jacket,3884.94
P0424,Lamp,Home,Lamp,2057.72
P0425,Science,Books,Science,994.28
P0426,Mobile,Electronics,Mobile,3066.27
P0427,Lamp,Home,Lamp,3299.23
P0428,Sofa,Home,Sofa,3523.12
P0429,Table,Home,Table,3827.51
P0430,Smart Watch,Electronics,Smart Watch,1908.39
P0431,Jeans,Clothing,Jeans,2084.5
P0432,History,Books,History,653.52
P0433,Smart Watch,Electronics,Smart Watch,3807.98
P0434,Lamp,Home,Lamp,4113.42
P0435,Headphones,Electronics,Headphones,2423.08
P0436,Laptop,Electronics,Laptop,3482.47
P0437,Mobile,Electronics,Mobile,567.53
P0438,Headphones,Electronics,Headphones,2907.97
P0439,Headphones,Electronics,Headphones,4622.83
P0440,Programming,Books,Programming,2381.59
P0441,Headphones,Electronics,Headphones,1619.18
P0442,Novel,Books,Novel,853.11
P0443,T-Shirt,Clothing,T-Shirt,4416.25
P0444,Headphones,Electronics,Headphones,4679.97
P0445,Laptop,Electronics,Laptop,3580.79
P0446,T-Shirt,Clothing,T-Shirt,867.93
P0447,Smart Watch,Electronics,Smart Watch,4660.62
P0448,Jacket,Clothing,Jacket,820.59
P0449,T-Shirt,Clothing,T-Shirt,3247.72
P0450,Table,Home,Table,4884.54
P0451,Jeans,Clothing,Jeans,2019.87
P0452,Science,Books,Science,4930.11
P0453,Laptop,Electronics,Laptop,1678.46
P0454,Jeans,Clothing,Jeans,3502.25
P0455,History,Books,History,492.53
P0456,Smart Watch,Electronics,Smart Watch,1346.45
P0457,Shirt,Clothing,Shirt,2039.12
P0458,Jeans,Clothing,Jeans,1715.23
P0459,Chair,Home,Chair,424.83
P0460,Headphones,Electronics,Headphones,1956.3
P0461,Programming,Books,Programming,480.62
P0462,Chair,Home,Chair,3744.18
P0463,Sofa,Home,Sofa,4944.42
P0464,Table,Home,Table,265.19
P0465,Jeans,Clothing,Jeans,616.83
P0466,Jeans,Clothing,Jeans,4540.97
P0467,Sofa,Home,Sofa,4656.61
P0468,Laptop,Electronics,Laptop,1547.04
P0469,Jeans,Clothing,Jeans,3529.35
P0470,Smart Watch,Electronics,Smart Watch,3725.97
P0471,Laptop,Electronics,Laptop,683.45
P0472,Smart Watch,Electronics,Smart Watch,2957.22
P0473,History,Books,History,2249.45
P0474,Laptop,Electronics,Laptop,3610.06
P0475,Table,Home,Table,1004.38
P0476,Jeans,Clothing,Jeans,2350.86
P0477,T-Shirt,Clothing,T-Shirt,721.01
P0478,Science,Books,Science,3984.87
P0479,Headphones,Electronics,Headphones,1390.03
P0480,Laptop,Electronics,Laptop,249.29
P0481,Shirt,Clothing,Shirt,2100.77
P0482,Jacket,Clothing,Jacket,1676.84
P0483,Headphones,Electronics,Headphones,4748.94
P0484,Programming,Books,Programming,216.39
P0485,Smart Watch,Electronics,Smart Watch,3136.19
P0486,Headphones,Electronics,Headphones,2767.5
P0487,Jacket,Clothing,Jacket,219.29
P0488,Smart Watch,Electronics,Smart Watch,1177.97
P0489,Table,Home,Table,2113.08
P0490,T-Shirt,Clothing,T-Shirt,2778.26
P0491,Shirt,Clothing,Shirt,1406.21
P0492,Lamp,Home,Lamp,1143.66
P0493,Smart Watch,Electronics,Smart Watch,4889.03
P0494,Shirt,Clothing,Shirt,3447.67
P0495,Shirt,Clothing,Shirt,1011.98
P0496,Mobile,Electronics,Mobile,802.01
P0497,Sofa,Home,Sofa,1003.07
P0498,Shirt,Clothing,Shirt,139.62
P0499,History,Books,History,2288.61
P0500,Smart Watch,Electronics,Smart Watch,3994.5
